"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*05akv*","Tyrick Mitchell","CRY","D","71","MOV","MUN 0<br/>@CRY 1 F","73.01","-","-","2","0","1","0","6","0","62","2","1","0"
"*05tz8*","Emmanuel Dennis","WAT","M,F","30","BAR","WAT 1<br/>@CHE 2 F","72.48","-","-","2","1","0","2","2","0","28","5","2","0"
"*0570n*","Joao Cancelo","MCI","D,M","8","RED","AVL 2<br/>@MCI 3 F","72.05","-","-","1","0","0","1","3","0","93","6","1","0"
"*03zsq*","Kyle Walker-Peters","SOU","D,M","84","ADB","SOU 1<br/>@LEI 4 F","71.88","-","-","1","0","0","2","1","0","45","6","2","1"
"*04e1e*","Ben White","ARS","D,M","90","RED","EVE 1<br/>@ARS 5 F","71.1","-","-","2","0","0","1","0","0","100","1","8","0"
"*02lk5*","Jordan Henderson","LIV","D,M","171","FA","WOL 1<br/>@LIV 3 F","71.08","-","-","2","0","2","0","0","0","120","3","1","0"
"*05n5p*","Mohammed Salisu","SOU","D","115","KLI","SOU 1<br/>@LEI 4 F","70.12","-","-","1","0","0","0","4","0","47","1","4","1"
"*04y92*","Bukayo Saka","ARS","M,F","19","MOV","EVE 1<br/>@ARS 5 F","69.85","-","-","2","1","0","4","1","1","51","2","2","0"
"*02oq3*","Jay Rodriguez","BUR","F","243","FA","NEW 2<br/>@BUR 1 F","69.5","-","-","2","0","1","1","0","0","24","4","7","0"
"*04p0d*","Dwight McNeil","BUR","M","74","FUG","NEW 2<br/>@BUR 1 F","69.25","-","-","2","0","0","1","1","0","53","12","1","0"
"*04o82*","Curtis Jones","LIV","M","274","FA","WOL 1<br/>@LIV 3 F","69.07","-","-","1","0","0","3","0","0","53","10","0","0"
"*02lpu*","Adam Forshaw","LEE","M","305","FA","LEE 2<br/>@BRF 1 F","69.05","-","-","2","0","0","2","3","1","87","6","1","0"
"*04qr6*","Ruben Neves","WOL","M","126","FA","WOL 1<br/>@LIV 3 F","68.82","-","-","2","1","0","1","3","1","66","1","3","0"
"*050jq*","Marc Guehi","CRY","D","64","PMP","MUN 0<br/>@CRY 1 F","68.52","-","-","2","0","0","0","2","0","122","4","2","0"
"*05r9b*","Martin Odegaard","ARS","M,F","63","PMP","EVE 1<br/>@ARS 5 F","68.36","-","-","2","0","0","1","2","0","95","6","0","0"
"*05uoc*","Cristian Romero","TOT","D","168","FA","TOT 5<br/>@NOR 0 F","68.34","-","-","2","0","0","0","2","1","109","2","7","0"
"*04aj0*","Ademola Lookman","FUL/LEI","M,F","187","FA","SOU 1<br/>@LEI 4 F","68.04","-","-","1","1","0","2","1","1","32","10","0","0"
"*05u94*","Michael Olise","CRY","M,F","215","FA","MUN 0<br/>@CRY 1 F","67.83","-","-","2","0","0","1","4","1","61","7","1","0"
"*04azm*","Connor Roberts","SWA/BUR","D","263","NIM","NEW 2<br/>@BUR 1 F","67.55","-","-","2","0","1","0","0","1","42","6","1","2"
"*05gcr*","Bruno Fernandes","MUN","M,F","28","NIM","MUN 0<br/>@CRY 1 F","67.49","-","-","1","1","1","2","1","0","17","3","0","0"
"*02oo1*","Ben Davies","TOT","D","103","SJB","TOT 5<br/>@NOR 0 F","67.18","-","-","2","0","0","1","2","0","105","2","2","0"
"*05s08*","Valentino Livramento","SOU","D","125","FUG","SOU 1<br/>@LEI 4 F","66.97","-","-","1","0","1","1","1","0","31","1","3","1"
"*02rlu*","Craig Cathcart","WAT","D","276","FA","WAT 1<br/>@CHE 2 F","66.8","-","-","2","0","0","0","2","0","108","1","1","1"
"*05n3v*","Konstantinos Tsimikas","LIV","D","319","FA","WOL 1<br/>@LIV 3 F","66.64","-","-","1","0","1","1","1","0","53","2","3","0"
"*04g1w*","Antonio Rudiger","CHE","D","79","NOAD","WAT 1<br/>@CHE 2 F","66.14","-","-","1","0","0","1","0","0","83","2","2","1"
"*05ts2*","Imran Louza","WAT","M","340","FA","WAT 1<br/>@CHE 2 F","65.92","-","-","2","0","0","0","2","0","73","6","1","0"
"*04fw3*","Alexandre Lacazette","ARS","F","133","FUG","EVE 1<br/>@ARS 5 F","65.78","-","-","2","0","1","2","1","0","26","5","1","0"
"*04rd1*","Stuart Armstrong","SOU","M,F","240","ADB","SOU 1<br/>@LEI 4 F","65.58","-","-","1","1","0","1","1","0","42","3","1","0"
"*03v9d*","Son Heung-Min","TOT","M,F","6","ADB","TOT 5<br/>@NOR 0 F","65.48","-","-","2","0","2","1","0","0","41","4","0","0"
"*05mxb*","Hakim Ziyech","CHE","M,F","175","FUG","WAT 1<br/>@CHE 2 F","65.21","-","-","1","1","0","1","2","0","28","4","0","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","58","RED","TOT 5<br/>@NOR 0 F","64.6","-","-","2","0","0","0","2","1","93","4","4","0"
"*05yd2*","Samir","WAT","D","287","FA","WAT 1<br/>@CHE 2 F","64.42","-","-","2","0","0","0","1","1","88","2","4","1"
"*05os8*","Joachim Andersen","CRY","D","108","RED","MUN 0<br/>@CRY 1 F","64.07","-","-","2","0","0","0","1","0","133","1","3","0"
"*04gw7*","Jadon Sancho","MUN","M,F","188","FA","MUN 0<br/>@CRY 1 F","63.87","-","-","1","0","2","1","0","0","29","3","1","0"
"*051k8*","Conor Gallagher","CRY","M","45","MOV","MUN 0<br/>@CRY 1 F","63.66","-","-","1","1","0","1","0","0","33","3","2","0"
"*0435t*","Ilkay Gundogan","MCI","M","73","KLI","AVL 2<br/>@MCI 3 F","63.59","-","-","1","1","0","2","0","0","34","1","2","0"
"*0524k*","Rodri","MCI","M","34","FUG","AVL 2<br/>@MCI 3 F","63.46","-","-","1","0","0","0","1","0","74","2","4","0"
"*04ge6*","Joe Willock","NEW","M","151","FA","NEW 2<br/>@BUR 1 F","63.3","-","-","1","1","0","1","1","0","21","5","0","0"
"*02t1k*","Nathaniel Clyne","CRY","D","313","FA","MUN 0<br/>@CRY 1 F","63.2","-","-","2","0","0","0","4","0","72","1","1","0"
"*03gu4*","Harry Maguire","MUN","D","165","FA","MUN 0<br/>@CRY 1 F","63.16","-","-","1","1","0","1","2","0","20","1","2","0"
"*055sk*","Nicolas Pepe","ARS","M,F","302","FA","EVE 1<br/>@ARS 5 F","63.07","-","-","2","1","0","2","0","0","24","3","1","0"
"*0435m*","Granit Xhaka","ARS","D,M","289","RED","EVE 1<br/>@ARS 5 F","63.06","-","-","2","0","0","0","2","0","90","3","1","0"
"*05ycu*","Hassane Kamara","WAT","D","275","FA","WAT 1<br/>@CHE 2 F","63.05","-","-","2","0","0","0","3","1","79","2","1","1"
"*05ojg*","Nelson Semedo","WOL","D,M","182","FA","WOL 1<br/>@LIV 3 F","62.87","-","-","2","0","0","0","5","0","36","4","0","0"
"*03gu5*","Andrew Robertson","LIV","D","51","FUG","WOL 1<br/>@LIV 3 F","62.87","-","-","1","0","1","1","0","0","40","1","1","1"
"*05os4*","Rayan Ait-Nouri","WOL","D,M","192","NOAD","WOL 1<br/>@LIV 3 F","62.73","-","-","2","0","0","0","3","1","45","6","3","0"
"*04agz*","Declan Rice","WHU","M","97","NOAD","WHU 1<br/>@BHA 3 F","62.66","-","-","1","0","0","0","3","0","59","2","2","0"
"*05tr8*","Christian Norgaard","BRF","M","62","SJB","LEE 2<br/>@BRF 1 F","62.45","-","-","1","1","0","1","2","0","28","2","0","0"
"*04qfy*","Ricardo Pereira","LEI","D,M","279","FA","SOU 1<br/>@LEI 4 F","62.24","-","-","1","0","0","0","4","1","61","6","0","0"
"*04qrc*","Raul Jimenez","WOL","F","107","FUG","WOL 1<br/>@LIV 3 F","62.07","-","-","2","0","1","0","1","1","20","3","7","0"
"*04fk9*","Jan Bednarek","SOU","D","152","RED","SOU 1<br/>@LEI 4 F","62.01","-","-","1","0","0","0","1","0","35","0","5","1"
"*05748*","Ismaila Sarr","WAT","M,F","161","FA","WAT 1<br/>@CHE 2 F","61.89","-","-","2","0","1","0","1","1","39","8","1","0"
"*05nnx*","Rodrigo","LEE","M,F","210","KLI","LEE 2<br/>@BRF 1 F","61.72","-","-","2","1","0","1","1","0","37","2","0","0"
"*051k0*","John McGinn","AVL","M","46","FUG","AVL 2<br/>@MCI 3 F","61.66","-","-","1","0","0","0","2","0","48","4","2","0"
"*02lla*","James McArthur","CRY","M","242","RED","MUN 0<br/>@CRY 1 F","61.53","-","-","2","0","1","0","2","0","53","1","1","0"
"*04fkc*","Francisco Femenia Far","WAT","D","237","FA","WAT 1<br/>@CHE 2 F","61.44","-","-","2","0","1","0","1","1","70","1","1","1"
"*04yey*","Max Kilman","WOL","D","101","FA","WOL 1<br/>@LIV 3 F","61.34","-","-","2","0","0","1","0","0","69","2","3","0"
"*04sat*","Emile Smith Rowe","ARS","M","72","MOV","EVE 1<br/>@ARS 5 F","61.24","-","-","1","1","0","1","1","0","34","2","0","0"
"*05twm*","Milot Rashica","NOR","M,F","180","FA","TOT 5<br/>@NOR 0 F","61.12","-","-","1","1","0","1","1","0","16","4","0","0"
"*04qra*","Romain Saiss","WOL","D,M","96","KLI","WOL 1<br/>@LIV 3 F","60.99","-","-","2","0","0","0","1","0","71","3","2","0"
"*051k3*","Jacob Ramsey","AVL","M,F","77","NIM","AVL 2<br/>@MCI 3 F","60.98","-","-","1","0","0","0","4","0","56","2","0","0"
"*05gcq*","Daniel Podence","WOL","M,F","223","FA","WOL 1<br/>@LIV 3 F","60.8","-","-","2","1","0","1","1","1","37","5","0","0"
"*05mxa*","Joel Veltman","BHA","D,M","76","FA","WHU 1<br/>@BHA 3 F","60.57","-","-","1","0","0","0","1","0","80","2","2","0"
"*03r93*","Joseph Gomez","LIV","D","393","FA","WOL 1<br/>@LIV 3 F","60.36","-","-","1","0","0","0","0","0","72","4","2","0"
"*03r9c*","Cedric Soares","ARS","D","271","FA","EVE 1<br/>@ARS 5 F","60.3","-","-","2","0","0","0","1","0","96","1","2","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","48","KLI","EVE 1<br/>@ARS 5 F","60.23","-","-","2","0","0","0","2","1","115","2","2","0"
"*02t1j*","Calum Chambers","ARS/AVL","D","309","FA","AVL 2<br/>@MCI 3 F","60.22","-","-","1","0","0","0","0","0","74","0","5","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","245","FA","MUN 0<br/>@CRY 1 F","60.15","-","-","2","1","0","1","0","0","11","3","2","0"
"*02lpn*","Eric Dier","TOT","D,M","111","ADB","TOT 5<br/>@NOR 0 F","59.72","-","-","2","0","0","0","0","0","112","0","3","0"
"*05w9m*","Emerson Royal","TOT","D,M","120","RED","TOT 5<br/>@NOR 0 F","59.66","-","-","2","0","0","0","0","0","55","5","2","0"
"*02m4d*","Craig Dawson","WHU","D","134","NOAD","WHU 1<br/>@BHA 3 F","59.46","-","-","1","1","0","1","0","0","22","0","3","0"
"*05n04*","Mateusz Klich","LEE","M","204","FA","LEE 2<br/>@BRF 1 F","59.34","-","-","2","0","0","2","3","1","41","4","0","0"
"*02oox*","Kevin De Bruyne","MCI","M","11","BAR","AVL 2<br/>@MCI 3 F","59.14","-","-","1","0","0","0","2","0","65","3","0","0"
"*05nt7*","Thiago Silva","CHE","D","78","BAR","WAT 1<br/>@CHE 2 F","59.1","-","-","1","0","0","0","1","0","60","0","1","1"
"*05u7a*","Junior Firpo","LEE","D,M","301","FA","LEE 2<br/>@BRF 1 F","59.09","-","-","2","0","1","0","3","2","50","4","2","0"
"*05gcc*","Kiernan Dewsbury-Hall","LEI","M","207","NOAD","SOU 1<br/>@LEI 4 F","59","-","-","1","0","0","0","2","0","40","3","2","0"
"*04qfm*","Ryan Sessegnon","TOT","M","353","PMP","TOT 5<br/>@NOR 0 F","58.76","-","-","2","0","0","0","3","0","46","3","0","0"
"*05ogb*","Anthony Elanga","MUN","M,F","233","FA","MUN 0<br/>@CRY 1 F","58.71","-","-","1","1","0","2","2","0","6","0","0","0"
"*02loq*","Aaron Lennon","BUR","M,F","320","FA","NEW 2<br/>@BUR 1 F","58.6","-","-","2","1","0","1","2","1","25","2","1","0"
"*02m87*","Oriol Romeu","SOU","M","117","RED","SOU 1<br/>@LEI 4 F","58.49","-","-","1","0","0","0","0","0","65","2","3","0"
"*05oh2*","Thiago Alcantara","LIV","M","132","SJB","WOL 1<br/>@LIV 3 F","58.47","-","-","2","0","0","0","1","0","97","2","0","0"
"*03yr0*","Daniel James","MUN/LEE","M,F","230","FA","LEE 2<br/>@BRF 1 F","58.38","-","-","2","0","1","0","1","0","18","3","2","0"
"*05749*","Kieran Tierney","ARS","D","177","FA","EVE 1<br/>@ARS 5 F","58.36","-","-","2","0","0","0","2","0","104","0","0","0"
"*02lnf*","Joshua King","WAT","M,F","92","FA","WAT 1<br/>@CHE 2 F","58.31","-","-","2","0","0","1","0","0","22","1","6","0"
"*02lmz*","Tom Cleverley","WAT","M","288","FA","WAT 1<br/>@CHE 2 F","58","-","-","2","0","0","1","0","0","45","3","2","0"
"*05omu*","Ruben Dias","MCI","D","69","FUG","AVL 2<br/>@MCI 3 F","57.81","-","-","1","0","0","0","1","0","80","0","2","0"
"*03sgc*","Jordan Ayew","CRY","M,F","85","FA","MUN 0<br/>@CRY 1 F","57.78","-","-","2","0","1","0","0","0","23","6","0","0"
"*05uoq*","Joshua Sargent","NOR","M,F","258","FA","TOT 5<br/>@NOR 0 F","57.57","-","-","1","0","1","0","1","0","11","2","3","0"
"*05gvx*","Armando Broja","SOU","F","109","FA","SOU 1<br/>@LEI 4 F","57.55","-","-","1","0","0","2","0","0","12","1","5","0"
"*05w9i*","Marc Cucurella","BHA","D,M","68","NOAD","WHU 1<br/>@BHA 3 F","57.45","-","-","1","0","0","0","2","0","61","2","0","0"
"*0522s*","Che Adams","SOU","F","60","FA","SOU 1<br/>@LEI 4 F","57.22","-","-","1","0","1","1","1","0","16","3","0","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D,M","213","FA","MUN 0<br/>@CRY 1 F","57.2","-","-","1","0","0","0","2","0","22","5","1","0"
"*04u6i*","Leander Dendoncker","WOL","D,M,F","254","FA","WOL 1<br/>@LIV 3 F","57.06","-","-","2","0","1","0","1","1","27","1","5","0"
"*03vll*","Michail Antonio","WHU","F","22","SJB","WHU 1<br/>@BHA 3 F","57.01","-","-","1","0","0","0","1","0","20","3","4","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","270","SJB","TOT 5<br/>@NOR 0 F","56.97","-","-","2","0","0","0","2","0","58","2","0","0"
"*05os7*","Raphinha","LEE","M,F","31","SJB","LEE 2<br/>@BRF 1 F","56.96","-","-","2","1","0","2","1","1","23","2","0","0"
"*03eki*","Cheikhou Kouyate","CRY","D,M","205","FA","MUN 0<br/>@CRY 1 F","56.92","-","-","2","0","0","0","2","1","50","4","2","0"
"*03dyp*","Riyad Mahrez","MCI","M,F","57","SJB","AVL 2<br/>@MCI 3 F","56.68","-","-","1","1","0","1","0","0","19","2","0","0"
"*04mqu*","Aymeric Laporte","MCI","D","89","KLI","AVL 2<br/>@MCI 3 F","56.67","-","-","1","0","0","0","0","0","116","0","1","0"
"*04qqv*","Fred","MUN","M","123","RED","MUN 0<br/>@CRY 1 F","56.62","-","-","1","1","0","1","0","0","10","3","0","0"
"*05n02*","Stuart Dallas","LEE","D,M","91","MOV","LEE 2<br/>@BRF 1 F","56.61","-","-","2","0","0","0","0","0","57","5","0","0"
"*0522h*","Alexis Mac Allister","BHA","M,F","82","NIM","WHU 1<br/>@BHA 3 F","56.42","-","-","1","0","0","0","1","0","46","2","2","0"
"*04yo7*","Youri Tielemans","LEI","M","40","BAR","SOU 1<br/>@LEI 4 F","55.92","-","-","1","0","0","2","1","0","41","1","0","0"
"*05gcp*","Tomas Soucek","WHU","M","55","BAR","WHU 1<br/>@BHA 3 F","55.78","-","-","1","0","0","0","1","0","19","1","5","0"
"*05m46*","Luke Thomas","LEI","D,M","208","FA","SOU 1<br/>@LEI 4 F","55.75","-","-","1","0","0","0","2","0","59","1","0","0"
"*05mzz*","Pascal Struijk","LEE","D,M","238","FA","LEE 2<br/>@BRF 1 F","55.69","-","-","2","0","0","0","2","1","80","3","0","0"
"*02oq8*","James Ward-Prowse","SOU","M","44","PMP","SOU 1<br/>@LEI 4 F","55.54","-","-","1","0","0","1","0","0","73","1","0","0"
"*04spq*","Jack Harrison","LEE","M,F","49","FA","LEE 2<br/>@BRF 1 F","55.52","-","-","2","0","0","0","2","0","22","5","0","0"
"*03arh*","Kurt Zouma","CHE/WHU","D","247","FA","WHU 1<br/>@BHA 3 F","55.28","-","-","1","0","0","0","1","0","37","1","3","0"
"*04aiz*","Wilfred Ndidi","LEI","D,M","229","FA","SOU 1<br/>@LEI 4 F","55.23","-","-","1","0","0","1","0","0","43","0","3","0"
"*04abb*","Phil Foden","MCI","M,F","56","KLI","AVL 2<br/>@MCI 3 F","55.15","-","-","1","0","0","0","1","0","40","3","1","0"
"*03rec*","Tyrone Mings","AVL","D","131","NIM","AVL 2<br/>@MCI 3 F","55.01","-","-","1","0","0","0","2","0","65","0","0","0"
"*03ysm*","Daniel Amartey","LEI","D","265","FA","SOU 1<br/>@LEI 4 F","54.85","-","-","1","0","0","0","1","0","69","0","1","0"
"*02lpr*","Shane Duffy","BHA","D","248","FA","WHU 1<br/>@BHA 3 F","54.8","-","-","1","0","0","1","1","1","74","0","2","0"
"*03srm*","N'Golo Kante","CHE","M","121","ADB","WAT 1<br/>@CHE 2 F","54.6","-","-","1","0","0","1","1","0","38","1","1","0"
"*0554i*","Joelinton","NEW","M,F","61","PMP","NEW 2<br/>@BUR 1 F","54.6","-","-","1","0","0","1","0","0","41","1","2","0"
"*02m5b*","Chris Wood","BUR/NEW","F","116","RED","NEW 2<br/>@BUR 1 F","54.49","-","-","1","0","0","0","0","0","12","0","7","0"
"*02lp9*","Kyle Walker","MCI","D","228","FA","AVL 2<br/>@MCI 3 F","54.44","-","-","1","0","0","0","0","0","88","0","1","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","181","NOAD","EVE 1<br/>@ARS 5 F","54.42","-","-","1","0","0","0","2","1","18","1","6","0"
"*05a6d*","Tariq Lamptey","BHA","D,M","211","FA","WHU 1<br/>@BHA 3 F","54.36","-","-","1","0","0","0","0","0","40","4","1","0"
"*04tig*","Fabian Schar","NEW","D","193","FA","NEW 2<br/>@BUR 1 F","54.34","-","-","1","0","0","1","1","0","45","0","1","0"
"*02lpl*","Seamus Coleman","EVE","D,M","176","BAR","EVE 1<br/>@ARS 5 F","54.33","-","-","1","0","0","0","4","0","22","1","0","0"
"*02lsa*","Dan Burn","BHA/NEW","D,M","157","ADB","NEW 2<br/>@BUR 1 F","54.14","-","-","1","0","0","0","1","1","49","0","5","0"
"*02los*","Shane Long","SOU","F","388","FA","SOU 1<br/>@LEI 4 F","54.11","-","-","1","1","0","1","0","0","1","1","1","0"
"*05uel*","Kristoffer Ajer","BRF","D","209","FA","LEE 2<br/>@BRF 1 F","54.1","-","-","1","0","1","0","1","0","19","1","1","0"
"*030v5*","Andreas Christensen","CHE","D","219","FA","WAT 1<br/>@CHE 2 F","53.92","-","-","1","0","0","0","0","0","42","1","0","1"
"*02lnq*","Paul Pogba","MUN","M","183","FUG","MUN 0<br/>@CRY 1 F","53.81","-","-","1","0","0","1","0","0","14","6","0","0"
"*0372y*","Matt Targett","AVL/NEW","D,M","83","ADB","NEW 2<br/>@BUR 1 F","53.76","-","-","1","0","0","0","2","0","35","1","1","0"
"*051kl*","Emiliano Buendia","AVL","M,F","66","NOAD","AVL 2<br/>@MCI 3 F","53.64","-","-","1","0","0","1","1","0","32","1","1","0"
"*04u6q*","Caglar Soyuncu","LEI","D","130","FUG","SOU 1<br/>@LEI 4 F","53.64","-","-","1","0","0","0","2","1","69","0","2","0"
"*04rf1*","Mohamed Elyounoussi","SOU","M,F","150","FA","SOU 1<br/>@LEI 4 F","53.63","-","-","1","0","0","2","1","0","18","2","0","0"
"*02ljr*","Conor Coady","WOL","D","172","FA","WOL 1<br/>@LIV 3 F","53.57","-","-","2","0","0","0","2","0","54","0","0","0"
"*04t3s*","Joao Moutinho","WOL","M","164","FUG","WOL 1<br/>@LIV 3 F","53.53","-","-","2","0","0","0","0","0","55","3","0","0"
"*04io4*","Richarlison","EVE","M,F","36","PMP","EVE 1<br/>@ARS 5 F","53.45","-","-","1","0","0","0","1","0","14","6","0","0"
"*05uor*","Yoane Wissa","BRF","M,F","199","FA","LEE 2<br/>@BRF 1 F","53.37","-","-","1","0","0","1","1","0","13","3","1","0"
"*04tm0*","Lucas Digne","EVE/AVL","D,M","139","BAR","AVL 2<br/>@MCI 3 F","53.19","-","-","1","0","0","0","0","0","48","1","2","0"
"*05o2l*","Donny van de Beek","MUN/EVE","M","366","FA","EVE 1<br/>@ARS 5 F","53.18","-","-","1","0","0","0","1","0","43","0","2","0"
"*03dyl*","Jeffrey Schlupp","CRY","M,F","135","FA","MUN 0<br/>@CRY 1 F","53.15","-","-","1","0","0","0","2","0","12","2","2","0"
"*04f6o*","Will Hughes","WAT/CRY","M","378","FA","MUN 0<br/>@CRY 1 F","53.12","-","-","1","0","0","0","2","0","31","1","1","0"
"*03ena*","Aaron Cresswell","WHU","D","145","KLI","WHU 1<br/>@BHA 3 F","52.86","-","-","1","0","1","0","0","0","44","0","0","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","27","NOAD","WOL 1<br/>@LIV 3 F","52.58","-","-","1","0","0","0","0","0","25","2","0","1"
"*0427d*","James Tarkowski","BUR","D","113","BAR","NEW 2<br/>@BUR 1 F","52.56","-","-","1","0","0","0","0","0","21","0","2","1"
"*051ko*","Kenny McLean","NOR","M","153","FA","TOT 5<br/>@NOR 0 F","52.41","-","-","1","0","0","0","0","0","22","1","4","0"
"*04sft*","Yves Bissouma","BHA","M","196","FA","WHU 1<br/>@BHA 3 F","52.36","-","-","1","0","0","0","1","0","60","0","0","0"
"*04yim*","Christian Pulisic","CHE","M,F","190","FA","WAT 1<br/>@CHE 2 F","52.14","-","-","1","0","0","0","0","1","28","5","3","0"
"*04tcc*","Jonny","WOL","D,M","291","KLI","WOL 1<br/>@LIV 3 F","51.92","-","-","1","0","0","0","3","0","8","0","2","0"
"*04rhd*","Fabinho","LIV","D,M","124","FA","WOL 1<br/>@LIV 3 F","51.88","-","-","1","0","0","0","0","0","35","4","0","0"
"*05mzw*","Luke Ayling","LEE","D","149","FA","LEE 2<br/>@BRF 1 F","51.74","-","-","2","0","0","0","3","2","87","2","0","0"
"*02lls*","Marc Albrighton","LEI","M,F","334","FA","SOU 1<br/>@LEI 4 F","51.61","-","-","1","0","1","0","1","1","37","2","0","0"
"*0411y*","Sergi Canos","BRF","M,F","282","FA","LEE 2<br/>@BRF 1 F","51.47","-","-","1","0","0","0","1","0","15","2","2","0"
"*04rhe*","Naby Keita","LIV","M","260","FA","WOL 1<br/>@LIV 3 F","51.35","-","-","1","0","0","0","1","0","44","1","0","0"
"*04360*","Ben Gibson","NOR","D","235","FA","TOT 5<br/>@NOR 0 F","51.28","-","-","1","0","0","0","2","0","30","1","0","0"
"*04ge9*","Eddie Nketiah","ARS","F","293","RED","EVE 1<br/>@ARS 5 F","51.24","-","-","2","0","1","0","1","0","3","2","0","0"
"*02opl*","Jack Cork","BUR","M","358","FA","NEW 2<br/>@BUR 1 F","51.21","-","-","2","0","0","0","0","1","50","3","2","0"
"*05u1m*","Nathan Collins","BUR","D","246","NIM","NEW 2<br/>@BUR 1 F","50.97","-","-","1","0","0","0","0","0","13","1","1","1"
"*04fk6*","Bernardo Silva","MCI","M,F","41","NOAD","AVL 2<br/>@MCI 3 F","50.96","-","-","1","0","0","0","1","0","31","1","1","0"
"*05nsf*","Malang Sarr","CHE","D","371","FA","WAT 1<br/>@CHE 2 F","50.76","-","-","1","0","0","0","0","1","53","0","1","1"
"*05tr1*","Ethan Pinnock","BRF","D","53","FA","LEE 2<br/>@BRF 1 F","50.62","-","-","1","0","0","0","0","0","30","0","3","0"
"*04fk8*","Victor Lindelof","MUN","D","221","FA","MUN 0<br/>@CRY 1 F","50.05","-","-","1","0","0","0","0","0","37","0","2","0"
"*052cc*","Billy Gilmour","NOR","M","257","FA","TOT 5<br/>@NOR 0 F","49.84","-","-","1","0","0","0","0","0","27","1","2","0"
"*0327r*","Michael Keane","EVE","D","95","MOV","EVE 1<br/>@ARS 5 F","49.68","-","-","1","0","0","0","0","0","26","1","2","0"
"*02m08*","Grant Hanley","NOR","D","102","FA","TOT 5<br/>@NOR 0 F","49.62","-","-","1","0","0","0","1","0","14","2","1","0"
"*05tqz*","Rico Henry","BRF","D,M","146","FA","LEE 2<br/>@BRF 1 F","49.62","-","-","1","0","0","0","1","0","14","2","1","0"
"*04s8k*","Jorginho","CHE","M","93","NIM","WAT 1<br/>@CHE 2 F","49.58","-","-","1","0","0","0","2","0","28","0","0","0"
"*02yhi*","Philippe Coutinho","LIV/AVL","M,F","159","MOV","AVL 2<br/>@MCI 3 F","49.54","-","-","1","0","0","0","0","0","29","3","0","0"
"*03am7*","Jacob Murphy","NEW","D,M,F","298","FA","NEW 2<br/>@BUR 1 F","49.52","-","-","1","0","0","0","2","0","19","1","0","0"
"*05r37*","Jakub Moder","BHA","M,F","244","FA","WHU 1<br/>@BHA 3 F","49.52","-","-","1","0","0","0","1","0","22","1","1","0"
