"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*05nzu*","Gabriel Magalhaes","ARS","D","48","LHO","NEW Sat 6:30PM","75.16","100%","0%","1","0","1","0","0","0","61","0","6","1"
"*066r9*","Ehor Yarmolyuk","BRF","M","211","FA","@MUN Mon 9:00PM","74.16","10%","+1%","1","0","3","0","3","0","54","2","0","0"
"*05u1m*","Nathan Collins","BRF","D","119","W_W","@MUN Mon 9:00PM","73.94","82%","0%","1","0","0","0","0","0","55","2","5","1"
"*04mup*","Trevoh Chalobah","CHE","D","78","PMP","","73.76","63%","0%","1","0","1","0","1","0","61","1","2","1"
"*068yc*","Yasin Ayari","BHA","M","127","FA","","73.44","55%","0%","1","0","3","0","2","0","50","3","1","0"
"*04abb*","Phil Foden","MCI","M,F","56","FA","","73.44","96%","-2%","1","0","3","0","2","0","58","3","0","0"
"*06fwx*","Santiago Bueno","WOL","D","178","FA","TOT Sat 4:00PM","73.31","7%","+2%","1","0","1","0","2","0","58","1","5","0"
"*03vlj*","Virgil van Dijk","LIV","D","38","PMP","CRY Sat 4:00PM","72.62","100%","0%","1","0","0","1","1","0","62","0","7","0"
"*06mn0*","Igor Thiago","BRF","F","6","BAR","@MUN Mon 9:00PM","72.59","99%","0%","1","1","0","3","1","0","12","2","3","0"
"*05omu*","Ruben Dias","MCI","D","121","BAR","","72.47","76%","-6%","1","0","0","0","1","0","103","0","2","1"
"*05220*","Sepp van den Berg","BRF","D","117","BAR","@MUN Mon 9:00PM","72.47","69%","0%","1","0","0","0","0","0","41","0","8","1"
"*05w9i*","Marc Cucurella","CHE","D","88","PMP","","72.24","99%","0%","1","0","1","0","2","0","44","0","2","1"
"*067yv*","Cody Gakpo","LIV","M,F","28","KLI","CRY Sat 4:00PM","72.24","100%","0%","1","1","3","1","0","0","17","3","2","0"
"*03yqz*","Joe Rodon","LEE","D","87","PMP","","72.17","22%","-2%","1","0","1","1","0","0","93","0","6","0"
"*06dmj*","Jurrien Timber","ARS","D","26","FA","NEW Sat 6:30PM","71.92","97%","0%","1","0","2","0","1","0","46","2","0","1"
"*06cmm*","Dominik Szoboszlai","LIV","D,M","30","SJB","CRY Sat 4:00PM","71.87","100%","0%","1","0","3","0","1","0","58","3","1","0"
"*06pia*","Maxence Lacroix","CRY","D","67","RED","@LIV Sat 4:00PM","70.97","96%","0%","1","0","0","0","1","0","55","3","5","0"
"*06rm7*","Nico Gonzalez","MCI","M","214","FA","","70.9","9%","0%","1","0","2","0","1","0","74","0","4","0"
"*06jgi*","Daniel Munoz","CRY","D,M","161","RED","@LIV Sat 4:00PM","70.33","99%","0%","1","0","2","1","3","0","20","1","3","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","46","SJB","","70.08","85%","0%","1","0","0","0","2","0","59","3","2","0"
"*0558w*","William Saliba","ARS","D","75","ACB","NEW Sat 6:30PM","70","98%","0%","1","0","0","0","0","0","86","0","3","1"
"*067x8*","Nico O'Reilly","MCI","D,M","21","MOV","","69.68","84%","0%","1","0","1","0","1","0","38","2","1","1"
"*05opj*","Elliot Anderson","NOT","M","11","NIM","NOT 5<br/>@SUN 0 F","69.26","99%","0%","1","0","2","0","0","0","53","6","0","0"
"*06mnc*","Daichi Kamada","CRY","M,F","220","FA","@LIV Sat 4:00PM","69.18","7%","0%","1","0","1","0","3","0","35","3","1","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","253","FA","@WOL Sat 4:00PM","68.81","17%","+10%","1","1","1","1","1","0","38","0","1","0"
"*038ze*","Alex Iwobi","FUL","M,F","108","MOV","AVL 0<br/>@FUL 1","68.66","93%","-1%","1","0","4","0","3","0","33","0","0","0"
"*05mzz*","Pascal Struijk","LEE","D","90","ACB","","68.66","62%","0%","1","0","0","0","0","1","91","3","7","0"
"*0520r*","Leandro Trossard","ARS","M,F","106","PMP","NEW Sat 6:30PM","68.26","84%","0%","1","1","1","1","0","0","27","2","2","0"
"*06xza*","Eli Kroupi","BOU","M,F","142","FA","","68.24","68%","+1%","1","2","0","2","0","0","12","1","0","0"
"*062dt*","Joao Palhinha","TOT","D,M","146","FA","@WOL Sat 4:00PM","68.14","36%","0%","1","0","1","1","6","0","28","0","1","0"
"*04ug0*","Sean Longstaff","LEE","M","237","FA","","68.11","14%","-1%","1","0","4","0","0","0","52","2","1","0"
"*05n07*","Pedro Porro","TOT","D,M","86","NOAD","@WOL Sat 4:00PM","68.01","99%","+3%","1","0","2","0","1","0","40","4","1","0"
"*0635j*","Chris Richards","CRY","D","76","NOAD","@LIV Sat 4:00PM","67.99","88%","0%","1","0","1","0","2","0","39","0","5","0"
"*068yd*","Joao Gomes","WOL","M","109","W_W","TOT Sat 4:00PM","67.61","49%","+1%","1","0","1","0","3","0","28","3","1","0"
"*05r94*","Iliman Ndiaye","EVE","M,F","22","MOV","@WHU Sat 4:00PM","67.59","99%","0%","1","0","2","1","3","0","21","2","0","0"
"*06mvz*","Savio","MCI","M,F","367","FA","","67.59","32%","-1%","1","0","2","2","0","0","28","5","0","0"
"*050jq*","Marc Guehi","MCI","D","27","NOAD","","67.04","98%","0%","1","0","3","0","0","0","42","1","4","0"
"*04agz*","Declan Rice","ARS","M","29","NOAD","NEW Sat 6:30PM","67.04","100%","0%","1","0","1","0","0","0","73","1","4","0"
"*06fup*","Jeremy Doku","MCI","M,F","82","PMP","","66.99","99%","0%","1","0","3","1","0","0","27","5","0","0"
"*06zce*","Jhon Arias","WOL","M,F","265","FA","TOT Sat 4:00PM","66.77","12%","0%","1","0","1","0","2","0","32","2","3","0"
"*05ylj*","Bruno Guimaraes","NEW","M","17","LHO","@ARS Sat 6:30PM","66.64","99%","+1%","1","0","1","1","2","0","33","3","0","0"
"*05u7f*","Ibrahima Konate","LIV","D","60","FA","CRY Sat 4:00PM","66.64","98%","+2%","1","0","1","0","0","0","56","0","6","0"
"*05g2o*","Joao Pedro","CHE","M,F","7","LHO","","66.62","100%","0%","1","0","2","0","0","0","26","5","3","0"
"*06v0g*","Trai Hume","SUN","D,M","66","W_W","NOT 5<br/>@SUN 0 F","66.32","67%","+8%","1","0","1","0","0","0","23","2","3","1"
"*070g7*","Nick Woltemade","NEW","M,F","140","FA","@ARS Sat 6:30PM","66.02","57%","-6%","1","1","0","1","1","0","13","2","2","0"
"*04lav*","Ethan Ampadu","LEE","D,M","115","KLI","","65.75","66%","0%","1","0","0","0","3","0","64","0","0","0"
"*05o4c*","Timothy Castagne","FUL","D,M","259","FA","AVL 0<br/>@FUL 1","65.25","18%","+13%","1","0","0","0","3","0","22","1","4","0"
"*03dx3*","Kieran Trippier","NEW","D","192","ACB","@ARS Sat 6:30PM","65.25","39%","-4%","1","0","1","0","2","0","49","1","1","0"
"*068lx*","Dango Ouattara","BRF","M,F","116","OSW","@MUN Mon 9:00PM","64.95","96%","0%","1","0","3","1","0","0","14","1","5","0"
"*06mw0*","Nikola Milenkovic","NOT","D","160","LHO","NOT 5<br/>@SUN 0 F","64.85","60%","+8%","1","0","0","1","0","0","51","3","2","0"
"*06nu7*","Riccardo Calafiori","ARS","D","149","FA","NEW Sat 6:30PM","64.63","73%","-5%","1","0","0","0","1","0","27","0","3","1"
"*0435m*","Granit Xhaka","SUN","M","100","W_W","NOT 5<br/>@SUN 0 F","64.58","80%","+2%","1","0","1","0","1","0","44","1","3","0"
"*067zv*","Kevin Schade","BRF","M,F","53","OSW","@MUN Mon 9:00PM","64.4","99%","+1%","1","0","1","1","1","0","16","3","3","0"
"*03gu4*","Harry Maguire","MUN","D","250","PMP","BRF Mon 9:00PM","64.33","33%","+6%","1","1","0","1","0","0","14","0","5","0"
"*06c6g*","Yankuba Minteh","BHA","M,F","85","OSW","","64.08","98%","0%","1","0","1","0","3","0","13","2","2","0"
"*0700p*","Malick Thiaw","NEW","D","58","OSW","@ARS Sat 6:30PM","63.51","77%","-2%","1","0","0","0","1","0","52","0","4","0"
"*02m11*","Matt Doherty","WOL","D,M","409","FA","TOT Sat 4:00PM","63.28","1%","0%","1","0","1","0","1","0","32","0","5","0"
"*063q8*","Mikkel Damsgaard","BRF","M","104","RED","@MUN Mon 9:00PM","63.16","88%","+1%","1","0","4","1","0","0","24","1","1","0"
"*0647t*","Lucas Paqueta","WHU","M,F","130","FA","EVE Sat 4:00PM","63.01","34%","0%","1","0","0","0","2","0","26","1","4","0"
"*02lp9*","Kyle Walker","BUR","D,M","209","FA","","63.01","12%","0%","1","0","1","0","0","0","30","1","1","1"
"*05748*","Ismaila Sarr","CRY","M,F","137","OSW","@LIV Sat 4:00PM","62.86","91%","-1%","1","0","1","0","1","0","13","4","3","0"
"*05raa*","Hugo Bueno","WOL","D,M","112","KLI","TOT Sat 4:00PM","62.68","56%","-3%","1","0","1","0","1","0","27","3","2","0"
"*03aqp*","Mohamed Salah","LIV","M,F","72","BAR","CRY Sat 4:00PM","62.66","100%","0%","1","0","4","1","0","0","14","2","1","0"
"*04mdn*","Anthony Gordon","NEW","M,F","105","KLI","@ARS Sat 6:30PM","62.53","98%","-1%","1","0","2","0","0","0","21","6","0","0"
"*04e1c*","Lewis Dunk","BHA","D","201","KLI","","62.38","21%","-2%","1","0","0","0","1","0","63","0","2","0"
"*06v6n*","Quilindschy Hartman","BUR","D","219","FA","","62.38","16%","-1%","1","0","0","0","2","0","24","0","0","1"
"*0427d*","James Tarkowski","EVE","D","43","NIM","@WHU Sat 4:00PM","62.38","99%","0%","1","0","0","0","2","0","24","0","5","0"
"*051kl*","Emiliano Buendia","AVL","M","145","FA","AVL 0<br/>@FUL 1","62.21","34%","+7%","1","1","0","1","1","0","10","2","0","0"
"*062a9*","Sven Botman","NEW","D","166","SJB","@ARS Sat 6:30PM","62.16","34%","+3%","1","0","0","0","1","0","62","0","2","0"
"*0689w*","Georginio Rutter","BHA","M,F","139","FA","","61.96","49%","+1%","1","0","2","2","1","0","13","1","1","0"
"*05uht*","Morgan Rogers","AVL","M,F","14","LHO","AVL 0<br/>@FUL 1","61.94","100%","0%","1","1","0","1","0","0","15","3","0","0"
"*043c1*","Oleksandr Zinchenko","NOT","D","384","FA","NOT 5<br/>@SUN 0 F","61.44","1%","0%","1","0","1","0","3","0","23","1","0","0"
"*06eo0*","Lesley Ugochukwu","BUR","M","186","FA","","61.31","6%","0%","1","1","0","1","0","0","13","2","1","0"
"*0700t*","Omar Alderete","SUN","D","96","NOAD","NOT 5<br/>@SUN 0 F","61.26","73%","0%","1","0","1","0","0","0","23","0","2","1"
"*06onx*","Jean-Clair Todibo","WHU","D","326","FA","EVE Sat 4:00PM","61.26","1%","0%","1","0","0","0","3","0","33","0","1","0"
"*05o4b*","Matty Cash","AVL","D","80","MOV","AVL 0<br/>@FUL 1","61.17","81%","0%","1","0","1","0","1","0","28","2","2","0"
"*05akv*","Tyrick Mitchell","CRY","D,M","131","MOV","@LIV Sat 4:00PM","61.14","95%","+2%","1","0","0","1","1","0","27","1","3","0"
"*06do9*","Milos Kerkez","LIV","D","103","FA","CRY Sat 4:00PM","60.94","87%","+1%","1","0","1","0","1","0","34","2","1","0"
"*05trb*","Bryan Mbeumo","MUN","M,F","42","MOV","BRF Mon 9:00PM","60.89","100%","0%","1","1","1","2","0","0","12","0","0","0"
"*06v06*","Tijjani Reijnders","MCI","M","171","FA","","60.72","63%","-3%","1","0","2","0","1","0","30","2","0","0"
"*0554i*","Joelinton","NEW","M,F","189","FA","@ARS Sat 6:30PM","60.49","42%","-9%","1","0","0","0","3","0","21","2","0","0"
"*063e7*","Marcos Senesi","BOU","D","61","SJB","","60.44","91%","0%","1","0","0","1","2","1","34","0","4","0"
"*0700u*","Bafode Diakite","BOU","D","245","FA","","60.37","6%","0%","1","0","1","0","0","0","40","0","4","0"
"*06y9z*","Martin Zubimendi","ARS","M","73","MOV","NEW Sat 6:30PM","60.37","92%","0%","1","0","1","0","0","0","69","0","1","0"
"*06fxu*","Ibrahim Sangare","NOT","M","194","NOAD","NOT 5<br/>@SUN 0 F","60.34","12%","+3%","1","0","1","1","1","1","43","2","1","0"
"*070ha*","Florentino Ibrain Morris Luis","BUR","M","238","FA","","60.14","3%","0%","1","0","1","0","2","0","25","0","2","0"
"*06pig*","Morato","NOT","D","316","FA","NOT 5<br/>@SUN 0 F","60.14","1%","0%","1","0","0","0","2","1","42","3","1","0"
"*06jgr*","Maxime Esteve","BUR","D","157","FA","","59.92","12%","0%","1","0","0","0","1","0","20","0","1","1"
"*06v0p*","Enzo Le Fee","SUN","M,F","59","NIM","NOT 5<br/>@SUN 0 F","59.82","89%","+3%","1","0","1","0","2","0","22","2","0","0"
"*04qfz*","Diogo Dalot","MUN","D,M","98","ACB","BRF Mon 9:00PM","59.7","88%","+3%","1","0","1","0","3","0","16","0","1","0"
"*051k0*","John McGinn","AVL","M","113","SJB","AVL 0<br/>@FUL 1","59.65","70%","+15%","1","0","1","0","3","0","15","1","0","0"
"*06fvn*","Beto","EVE","F","126","NOAD","@WHU Sat 4:00PM","59.6","64%","+1%","1","0","0","0","0","0","10","2","7","0"
"*06fv8*","Mohammed Kudus","TOT","M,F","169","FA","@WOL Sat 4:00PM","59.25","56%","-9%","1","0","2","0","2","0","18","0","1","0"
"*05gcr*","Bruno Fernandes","MUN","M,F","12","BAR","BRF Mon 9:00PM","58.92","100%","0%","1","0","3","0","0","0","26","2","0","0"
"*04qrc*","Raul Jimenez","FUL","F","45","FA","AVL 0<br/>@FUL 1","58.75","93%","-1%","1","0","0","0","3","0","7","1","2","0"
"*02lk5*","Jordan Henderson","BRF","M","279","FA","@MUN Mon 9:00PM","58.63","6%","0%","1","0","1","0","0","1","69","2","1","0"
"*05gcp*","Tomas Soucek","WHU","M","173","NIM","EVE Sat 4:00PM","58.58","41%","+1%","1","0","1","0","1","0","18","0","4","0"
"*03xrs*","Axel Tuanzebe","BUR","D","361","FA","","58.58","1%","0%","1","0","0","0","0","0","21","0","2","1"
"*06rma*","Marshall Munetsi","WOL","M,F","336","FA","TOT Sat 4:00PM","58.5","10%","0%","1","0","1","1","2","0","6","0","2","0"
"*06ab3*","Lewis Miley","NEW","D,M","187","FA","@ARS Sat 6:30PM","58.3","26%","+6%","1","0","2","0","0","0","34","1","1","0"
"*06zbx*","Anton Stach","LEE","M,F","41","OSW","","58.23","78%","-3%","1","0","0","1","0","0","42","1","1","0"
"*06fxe*","Ryan Gravenberch","LIV","M","65","BAR","CRY Sat 4:00PM","58.08","95%","0%","1","0","0","0","1","0","39","1","1","0"
"*06jgs*","Adam Wharton","CRY","M","176","FA","@LIV Sat 4:00PM","58.08","60%","-2%","1","0","2","0","1","0","26","1","0","0"
"*06fhy*","Wilson Odobert","TOT","M,F","261","FA","@WOL Sat 4:00PM","57.85","5%","0%","1","0","1","1","0","0","14","4","0","0"
"*070fa*","Xavi Simons","TOT","M,F","151","OSW","@WOL Sat 4:00PM","57.63","78%","+10%","1","0","1","0","2","0","20","1","0","0"
"*070hj*","Kevin Santos Lopes de Macedo","FUL","M,F","246","FA","AVL 0<br/>@FUL 1","57.53","7%","0%","1","0","1","0","2","0","4","3","0","0"
"*06v21*","Florian Wirtz","LIV","M","39","NIM","CRY Sat 4:00PM","57.46","100%","0%","1","0","3","0","1","0","21","0","0","0"
"*068y0*","Antoine Semenyo","MCI","M,F","2","ACB","","57.38","100%","0%","1","0","0","1","0","1","18","3","5","0"
"*05uhj*","Conor Bradley","LIV","D","310","FA","CRY Sat 4:00PM","57.36","21%","0%","1","0","1","0","1","0","25","2","0","0"
"*046c5*","Jarrod Bowen","WHU","M,F","23","RED","EVE Sat 4:00PM","57.06","100%","0%","1","0","1","1","1","0","12","2","0","0"
"*06crm*","Pau Torres","AVL","D","233","FA","AVL 0<br/>@FUL 1","57.01","9%","+1%","1","0","0","0","1","0","42","0","1","0"
"*03hff*","Josh Cullen","BUR","M","213","FA","","56.96","16%","0%","1","0","1","0","0","0","38","1","1","0"
"*06mpp*","Mats Wieffer","BHA","D,M","95","FA","","56.96","74%","0%","1","0","0","0","1","0","27","1","2","0"
"*04fk6*","Bernardo Silva","MCI","M","162","ACB","","56.91","90%","0%","1","0","1","0","0","0","37","2","0","0"
"*067yz*","Matheus Cunha","MUN","M,F","16","SJB","BRF Mon 9:00PM","56.81","100%","0%","1","0","0","0","0","0","24","4","1","0"
"*06cms*","Sandro Tonali","NEW","M","135","PMP","@ARS Sat 6:30PM","56.56","75%","+1%","1","0","2","0","0","0","41","0","0","0"
"*06fwi*","Carlos Baleba","BHA","M","327","FA","","56.51","16%","0%","1","0","0","0","1","0","32","1","1","0"
"*03am7*","Jacob Murphy","NEW","M,F","226","FA","@ARS Sat 6:30PM","56.46","47%","-5%","1","0","1","0","1","0","14","2","1","0"
"*06pic*","Andre","WOL","M","210","SJB","TOT Sat 4:00PM","56.34","6%","+2%","1","0","0","0","1","0","47","0","0","0"
"*03rxa*","Idrissa Gueye","EVE","M","193","RED","@WHU Sat 4:00PM","56.29","30%","+8%","1","0","0","0","2","0","24","1","0","0"
"*05o8o*","Jayden Bogle","LEE","D,M","143","OSW","","56.24","56%","0%","1","0","0","0","0","0","37","2","1","0"
"*05unu*","Romeo Lavia","CHE","M","398","FA","","56.24","2%","0%","1","0","0","0","1","0","30","2","0","0"
"*06y59*","Noah Sadiki","SUN","M","229","FA","NOT 5<br/>@SUN 0 F","56.14","14%","+9%","1","0","0","0","0","0","28","4","0","0"
"*04tsb*","Viktor Gyokeres","ARS","F","120","FA","NEW Sat 6:30PM","56.04","95%","0%","1","0","0","2","0","0","5","3","1","0"
"*04qr9*","Morgan Gibbs-White","NOT","M,F","3","NIM","NOT 5<br/>@SUN 0 F","55.79","100%","0%","1","0","1","0","0","0","32","2","0","0"
"*06f8y*","Alex Scott","BOU","M","50","KLI","","55.79","75%","0%","1","0","1","0","1","0","18","2","0","0"
"*061vp*","Brenden Aaronson","LEE","M,F","68","W_W","","55.76","74%","0%","1","0","2","1","0","0","18","1","0","0"
"*06ezb*","Micky van de Ven","TOT","D","164","LHO","@WOL Sat 4:00PM","55.54","75%","+5%","1","0","0","0","0","1","53","1","3","0"
"*049tq*","Dominic Calvert-Lewin","LEE","F","24","ACB","","55.44","82%","0%","1","0","1","0","0","0","11","0","5","0"
"*063hu*","Amadou Onana","AVL","M","156","W_W","AVL 0<br/>@FUL 1","55.44","24%","+2%","1","0","0","0","1","0","28","0","2","0"
"*06phe*","Ferdi Kadioglu","BHA","D,M","63","NIM","","55.24","61%","0%","1","0","0","0","0","0","17","4","1","0"
"*04tm0*","Lucas Digne","AVL","D","154","NOAD","AVL 0<br/>@FUL 1","55.17","74%","+6%","1","0","1","0","0","0","16","1","3","0"
"*0639x*","Marcus Tavernier","BOU","M","37","ACB","","54.99","99%","0%","1","0","2","0","1","0","20","0","0","0"
"*06zwj*","Evann Guessand","CRY","M,F","290","FA","@LIV Sat 4:00PM","54.94","7%","-1%","1","0","1","0","2","0","8","1","0","0"
"*06mow*","Jorgen Strand Larsen","CRY","F","206","FA","@LIV Sat 4:00PM","54.72","68%","-6%","1","0","2","0","0","0","11","1","2","0"
"*04adp*","Aaron Wan-Bissaka","WHU","D,M","248","FA","EVE Sat 4:00PM","54.72","55%","-7%","1","0","0","0","2","0","17","1","0","0"
"*06rlj*","Patrick Dorgu","MUN","D,M","118","FA","BRF Mon 9:00PM","54.54","66%","-1%","1","0","1","0","2","0","7","0","1","0"
"*05rl4*","Crysencio Summerville","WHU","M,F","107","SJB","EVE Sat 4:00PM","54.49","82%","+1%","1","0","1","0","1","1","20","4","0","0"
"*05nt6*","Eberechi Eze","ARS","M,F","102","W_W","NEW Sat 6:30PM","54","97%","+1%","1","0","1","0","0","0","24","2","0","0"
"*06y27*","Loum Tchaouna","BUR","M,F","334","FA","","53.8","6%","0%","1","1","0","1","0","0","2","0","0","0"
"*06635*","Oliver Scarles","WHU","D,M","359","FA","EVE Sat 4:00PM","53.77","1%","0%","1","0","0","0","1","0","12","2","1","0"
"*04yey*","Max Kilman","WHU","D","304","FA","EVE Sat 4:00PM","53.6","19%","0%","1","0","0","0","0","0","26","1","2","0"
"*06uyc*","Adrien Truffert","BOU","D","32","FA","","53.6","98%","0%","1","0","0","0","0","0","33","1","1","0"
"*062h7*","Tyler Adams","BOU","M","268","FA","","53.57","9%","0%","1","0","0","0","2","1","36","0","1","0"
"*06clt*","Justin Kluivert","BOU","M,F","312","FA","","53.55","32%","0%","1","0","1","0","0","0","15","2","1","0"
"*057cr*","Kevin Danso","TOT","D","267","BAR","@WOL Sat 4:00PM","53.52","11%","+8%","1","0","0","0","0","1","59","1","1","0"
"*04spq*","Jack Harrison","LEE","M,F","420","FA","","53.37","3%","0%","1","0","1","0","0","0","29","1","0","0"
"*06zxy*","Benjamin Sesko","MUN","F","97","LHO","BRF Mon 9:00PM","53.37","84%","0%","1","0","1","0","0","0","8","1","3","0"
"*05tr9*","Mathias Jensen","BRF","M","188","FA","@MUN Mon 9:00PM","53.35","39%","+11%","1","1","0","1","0","0","0","0","0","0"
"*04o82*","Curtis Jones","LIV","M","182","FA","CRY Sat 4:00PM","53.3","11%","+1%","1","0","0","1","0","0","20","1","1","0"
"*03yr0*","Daniel James","LEE","M,F","395","FA","","53.2","17%","0%","1","0","2","0","1","0","5","0","1","0"
"*052ca*","Ezri Konsa","AVL","D","159","KLI","AVL 0<br/>@FUL 1","53.2","36%","+3%","1","0","0","0","0","0","47","0","0","0"
"*05ye7*","Oscar Bobb","FUL","M,F","295","FA","AVL 0<br/>@FUL 1","53.15","29%","-6%","1","0","0","0","1","0","17","1","1","0"
"*02oq6*","Luke Shaw","MUN","D","110","ACB","BRF Mon 9:00PM","53.15","52%","+4%","1","0","0","0","0","0","17","1","3","0"
"*04rzl*","Taiwo Awoniyi","NOT","F","390","FA","NOT 5<br/>@SUN 0 F","53.1","1%","0%","1","0","1","0","1","0","6","2","0","0"
"*02lsa*","Dan Burn","NEW","D","221","FA","@ARS Sat 6:30PM","52.9","68%","-5%","1","0","1","0","1","1","37","0","1","0"
"*060wh*","Alejandro Garnacho","CHE","M,F","228","FA","","52.83","37%","-3%","1","0","0","0","1","0","7","3","0","0"
"*05gcc*","Kiernan Dewsbury-Hall","EVE","M","62","PMP","@WHU Sat 4:00PM","52.78","87%","+1%","1","0","0","0","0","0","13","4","0","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","125","MOV","@WHU Sat 4:00PM","52.75","68%","+9%","1","0","0","0","1","0","23","0","1","0"
"*0642l*","Casemiro","MUN","M","36","ACB","BRF Mon 9:00PM","52.58","82%","+1%","1","0","0","0","2","1","16","2","1","0"
"*06r5b*","Diego Gomez","BHA","M,F","92","FA","","52.53","68%","-1%","1","0","1","0","1","0","12","0","1","0"
"*062ts*","Djed Spence","TOT","D,M","163","FA","@WOL Sat 4:00PM","52.53","29%","+3%","1","0","0","0","1","0","29","0","0","0"
"*06fwz*","Murillo","NOT","D","195","FA","NOT 5<br/>@SUN 0 F","52.48","50%","-3%","1","0","0","0","0","0","35","1","0","0"
"*05a6e*","Neco Williams","NOT","D,M","15","PMP","NOT 5<br/>@SUN 0 F","52.48","99%","+1%","1","0","0","0","1","0","21","1","0","0"
"*070gu*","Alex Jimenez","BOU","D,M","158","NIM","","52.43","38%","-1%","1","0","0","0","0","0","20","2","1","0"
"*05gcs*","Sander Berge","FUL","M","152","W_W","AVL 0<br/>@FUL 1","52.3","17%","+2%","1","0","1","0","0","0","32","0","0","0"
"*052cb*","Ian Maatsen","AVL","D","172","FA","AVL 0<br/>@FUL 1","52.3","32%","+1%","1","0","1","0","2","0","4","0","0","0"
"*04mi4*","Callum Hudson-Odoi","NOT","M,F","128","FA","NOT 5<br/>@SUN 0 F","52.25","71%","-8%","1","0","2","0","0","0","14","1","0","0"
"*06kyx*","Andy Irving","WHU","M","435","FA","EVE Sat 4:00PM","52.08","0%","0%","1","0","1","0","0","0","31","0","0","0"
"*062oh*","Jake O'Brien","EVE","D","74","OSW","@WHU Sat 4:00PM","52.08","74%","+8%","1","0","1","0","0","0","24","0","1","0"
"*06v0l*","Chris Rigg","SUN","M","368","FA","NOT 5<br/>@SUN 0 F","52.03","9%","+5%","1","0","1","0","1","0","9","1","0","0"
"*05r34*","Amad Diallo","MUN","M,F","70","FA","BRF Mon 9:00PM","51.95","97%","-1%","1","0","2","0","1","1","22","1","0","0"
"*06phw*","Federico Chiesa","LIV","F","397","FA","CRY Sat 4:00PM","51.36","5%","0%","1","0","1","0","1","0","6","1","0","0"
"*06nyw*","Jorge Cuenca","FUL","D","354","FA","AVL 0<br/>@FUL 1","51.36","1%","0%","1","0","0","0","0","0","23","1","1","0"
"*03dxr*","Ashley Barnes","BUR","F","454","FA","","51.13","0%","0%","1","0","0","0","0","0","1","1","4","0"
"*04spp*","Douglas Luiz","AVL","M","273","FA","AVL 0<br/>@FUL 1","51.13","17%","-7%","1","0","1","0","0","0","19","1","0","0"
"*03rxs*","Harry Wilson","FUL","M,F","52","BAR","AVL 0<br/>@FUL 1","51.13","99%","0%","1","0","2","0","0","0","9","1","0","0"
"*052h5*","Gabriel Martinelli","ARS","M,F","298","FA","NEW Sat 6:30PM","51.11","49%","-8%","1","0","0","1","1","0","4","0","1","0"
"*05ogb*","Anthony Elanga","NEW","M,F","266","FA","@ARS Sat 6:30PM","50.68","42%","-2%","1","0","0","0","1","0","13","1","0","0"
