"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*06fv8*","Mohammed Kudus","TOT","M,F","169","FA","@WOL Sat 4:00PM","78.42","56%","-9%","1","1","2","1","0","0","39","2","0","0"
"*070g7*","Nick Woltemade","NEW","M,F","140","FA","@ARS Sat 6:30PM","78.34","57%","-6%","1","1","1","2","0","0","16","2","2","0"
"*04tm0*","Lucas Digne","AVL","D","154","NOAD","AVL 0<br/>@FUL 1","78.29","74%","+6%","1","0","2","0","0","0","34","3","3","1"
"*0427d*","James Tarkowski","EVE","D","43","NIM","@WHU Sat 4:00PM","78.18","99%","0%","1","0","2","0","2","0","63","1","3","0"
"*04lnu*","Lukas Nmecha","LEE","F","217","FA","","76.84","9%","-1%","1","1","0","2","0","0","7","1","5","0"
"*05u7f*","Ibrahima Konate","LIV","D","60","FA","CRY Sat 4:00PM","76.69","98%","+2%","1","0","0","0","0","0","59","0","6","1"
"*06rm7*","Nico Gonzalez","MCI","M","214","FA","","76.51","9%","0%","1","0","0","1","1","0","63","3","2","0"
"*06pe1*","Mateus Goncalo Espanha Fernandes","WHU","M,F","64","KLI","EVE Sat 4:00PM","76.32","75%","0%","1","0","3","0","2","0","36","3","1","0"
"*06phe*","Ferdi Kadioglu","BHA","D,M","63","NIM","","76.31","61%","0%","1","0","0","1","2","0","28","2","1","1"
"*06dmj*","Jurrien Timber","ARS","D","26","FA","NEW Sat 6:30PM","75.84","97%","0%","1","0","0","0","3","0","23","3","5","0"
"*0642l*","Casemiro","MUN","M","36","ACB","BRF Mon 9:00PM","75.83","82%","+1%","1","0","0","2","2","0","36","2","2","0"
"*052cd*","Mason Mount","MUN","M,F","271","FA","BRF Mon 9:00PM","75.7","11%","0%","1","1","1","1","0","0","30","2","1","0"
"*063q8*","Mikkel Damsgaard","BRF","M","104","RED","@MUN Mon 9:00PM","75.5","88%","+1%","1","0","2","1","1","0","43","2","2","0"
"*05n07*","Pedro Porro","TOT","D,M","86","NOAD","@WOL Sat 4:00PM","75.05","99%","+3%","1","0","3","0","3","0","55","0","0","0"
"*05y9n*","Lewis Hall","NEW","D","89","PMP","@ARS Sat 6:30PM","74.96","87%","-4%","1","0","2","0","2","0","50","3","0","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","77","KLI","@LIV Sat 4:00PM","74.39","93%","+2%","1","1","0","1","0","0","9","3","3","0"
"*03vlj*","Virgil van Dijk","LIV","D","38","PMP","CRY Sat 4:00PM","74.35","100%","0%","1","0","0","0","0","0","74","1","2","1"
"*063e7*","Marcos Senesi","BOU","D","61","SJB","","74.25","91%","0%","1","0","3","0","3","1","58","1","1","0"
"*062h7*","Tyler Adams","BOU","M","268","FA","","74.15","9%","0%","1","1","0","1","1","0","33","0","2","0"
"*05gcc*","Kiernan Dewsbury-Hall","EVE","M","62","PMP","@WHU Sat 4:00PM","74.04","87%","+1%","1","1","1","1","1","0","26","1","0","0"
"*05yg5*","Toti","WOL","D","344","FA","TOT Sat 4:00PM","73.99","2%","0%","1","0","1","0","2","0","61","2","1","0"
"*06do9*","Milos Kerkez","LIV","D","103","FA","CRY Sat 4:00PM","73.92","87%","+1%","1","0","1","0","2","0","25","1","2","1"
"*05s08*","Valentino Livramento","NEW","D","232","FA","@ARS Sat 6:30PM","73.33","57%","-4%","1","0","1","0","4","0","46","1","0","0"
"*049tq*","Dominic Calvert-Lewin","LEE","F","24","ACB","","73.22","82%","0%","1","1","0","1","0","0","1","4","2","0"
"*06fup*","Jeremy Doku","MCI","M,F","82","PMP","","72.91","99%","0%","1","0","3","0","1","0","32","4","0","0"
"*05oh0*","Jan-Paul van Hecke","BHA","D","46","SJB","","72.85","85%","0%","1","0","0","0","0","0","76","1","1","1"
"*070hc*","Brian Brobbey","SUN","F","190","KLI","NOT 5<br/>@SUN 0 F","72.81","33%","+4%","1","1","0","2","0","0","4","1","3","0"
"*02lsa*","Dan Burn","NEW","D","221","FA","@ARS Sat 6:30PM","72.76","68%","-5%","1","0","2","0","1","0","53","0","4","0"
"*0635j*","Chris Richards","CRY","D","76","NOAD","@LIV Sat 4:00PM","72.46","88%","0%","1","0","1","0","1","0","31","0","8","0"
"*05ogb*","Anthony Elanga","NEW","M,F","266","FA","@ARS Sat 6:30PM","72.25","42%","-2%","1","0","1","1","3","0","23","0","3","0"
"*04y92*","Bukayo Saka","ARS","M,F","18","KLI","NEW Sat 6:30PM","71.91","100%","0%","1","0","2","1","0","0","17","5","1","0"
"*06uzo*","Zian Flemming","BUR","M,F","124","W_W","","71.86","53%","0%","1","1","0","2","0","0","10","0","3","0"
"*05ubv*","Omari Hutchinson","NOT","M,F","180","NOAD","NOT 5<br/>@SUN 0 F","71.69","49%","+10%","1","0","4","0","0","0","18","5","0","0"
"*06jgs*","Adam Wharton","CRY","M","176","FA","@LIV Sat 4:00PM","71.52","60%","-2%","1","0","1","1","3","0","23","2","0","0"
"*06crm*","Pau Torres","AVL","D","233","FA","AVL 0<br/>@FUL 1","71.31","9%","+1%","1","0","0","0","1","0","56","1","0","1"
"*0646f*","Alexander Isak","LIV","F","382","FA","CRY Sat 4:00PM","71.22","94%","+1%","1","1","0","2","2","0","2","0","0","0"
"*06v6n*","Quilindschy Hartman","BUR","D","219","FA","","71.17","16%","-1%","1","0","1","0","4","0","25","2","0","0"
"*05u1m*","Nathan Collins","BRF","D","119","W_W","@MUN Mon 9:00PM","71.02","82%","0%","1","0","1","0","1","0","44","2","3","0"
"*068yd*","Joao Gomes","WOL","M","109","W_W","TOT Sat 4:00PM","70.96","49%","+1%","1","0","0","1","1","0","54","2","1","0"
"*06pig*","Morato","NOT","D","316","FA","NOT 5<br/>@SUN 0 F","70.86","1%","0%","1","0","0","0","4","0","58","0","0","0"
"*06r5b*","Diego Gomez","BHA","M,F","92","FA","","70.85","68%","-1%","1","0","1","2","2","0","29","0","1","0"
"*06fxe*","Ryan Gravenberch","LIV","M","65","BAR","CRY Sat 4:00PM","70.77","95%","0%","1","0","0","0","0","0","58","4","2","0"
"*0703c*","Nordi Mukiele","SUN","D","54","W_W","NOT 5<br/>@SUN 0 F","70.62","82%","+2%","1","0","1","0","3","1","16","4","3","0"
"*0435m*","Granit Xhaka","SUN","M","100","W_W","NOT 5<br/>@SUN 0 F","70.51","80%","+2%","1","0","2","0","0","0","44","2","3","0"
"*0522h*","Alexis Mac Allister","LIV","M","153","LHO","CRY Sat 4:00PM","69.95","82%","-5%","1","0","0","1","0","0","51","4","0","0"
"*06y9o*","Igor Jesus Maciel da Cruz","NOT","F","94","W_W","NOT 5<br/>@SUN 0 F","69.61","48%","+13%","1","0","1","2","0","0","15","2","3","0"
"*02lp9*","Kyle Walker","BUR","D,M","209","FA","","69.58","12%","0%","1","0","0","0","3","0","28","2","2","0"
"*04spw*","James Garner","EVE","D,M","35","ACB","@WHU Sat 4:00PM","69.36","84%","0%","1","0","0","0","1","0","84","2","0","0"
"*05gcr*","Bruno Fernandes","MUN","M,F","12","BAR","BRF Mon 9:00PM","69.1","100%","0%","1","0","4","0","1","0","33","1","0","0"
"*06c6g*","Yankuba Minteh","BHA","M,F","85","OSW","","69.05","98%","0%","1","0","3","1","1","0","16","2","0","0"
"*0700u*","Bafode Diakite","BOU","D","245","FA","","68.95","6%","0%","1","0","0","0","2","0","48","2","1","0"
"*05os8*","Joachim Andersen","FUL","D","138","NIM","AVL 0<br/>@FUL 1","68.92","51%","+4%","1","0","0","0","1","0","38","2","4","0"
"*06fxu*","Ibrahim Sangare","NOT","M","194","NOAD","NOT 5<br/>@SUN 0 F","68.58","12%","+3%","1","0","0","0","2","0","38","2","2","0"
"*05220*","Sepp van den Berg","BRF","D","117","BAR","@MUN Mon 9:00PM","68.47","69%","0%","1","0","1","0","0","0","43","0","6","0"
"*06v21*","Florian Wirtz","LIV","M","39","NIM","CRY Sat 4:00PM","68.45","100%","0%","1","0","1","1","0","0","42","3","0","0"
"*04qfz*","Diogo Dalot","MUN","D,M","98","ACB","BRF Mon 9:00PM","68.42","88%","+3%","1","0","0","0","1","0","25","3","4","0"
"*05r94*","Iliman Ndiaye","EVE","M,F","22","MOV","@WHU Sat 4:00PM","68.2","99%","0%","1","0","1","1","1","0","26","3","0","0"
"*05a6e*","Neco Williams","NOT","D,M","15","PMP","NOT 5<br/>@SUN 0 F","68.08","99%","+1%","1","0","0","0","3","0","29","2","1","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M,F","256","FA","TOT Sat 4:00PM","67.99","12%","0%","1","0","0","0","3","0","18","3","1","0"
"*06cmm*","Dominik Szoboszlai","LIV","D,M","30","SJB","CRY Sat 4:00PM","67.32","100%","0%","1","0","1","0","2","0","36","2","0","0"
"*06p6j*","Evanilson","BOU","F","71","OSW","","67.13","97%","0%","1","0","0","2","0","0","13","3","2","0"
"*05nns*","Danny Ballard","SUN","D","55","PMP","NOT 5<br/>@SUN 0 F","66.89","78%","+4%","1","0","1","0","1","0","37","0","4","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","114","RED","EVE Sat 4:00PM","66.72","63%","+26%","1","0","0","0","3","0","33","1","1","0"
"*05r34*","Amad Diallo","MUN","M,F","70","FA","BRF Mon 9:00PM","66.71","97%","-1%","1","0","2","0","0","0","21","4","1","0"
"*062oh*","Jake O'Brien","EVE","D","74","OSW","@WHU Sat 4:00PM","66.71","74%","+8%","1","0","0","0","1","0","32","0","6","0"
"*05opl*","Wesley Fofana","CHE","D","224","KLI","","66.5","42%","-1%","1","0","0","0","1","0","31","0","6","0"
"*067zv*","Kevin Schade","BRF","M,F","53","OSW","@MUN Mon 9:00PM","66.45","99%","+1%","1","0","2","0","0","0","8","2","5","0"
"*06p4k*","Matthijs de Ligt","MUN","D","244","FA","BRF Mon 9:00PM","66.33","26%","-1%","1","0","0","0","0","0","45","0","6","0"
"*070f9*","Yeremy Pino","CRY","M,F","134","MOV","@LIV Sat 4:00PM","66.31","34%","+2%","1","0","3","0","0","0","22","1","3","0"
"*06clz*","Malo Gusto","CHE","D,M","132","FA","","66.3","59%","-1%","1","0","1","0","2","0","17","1","3","0"
"*05mzz*","Pascal Struijk","LEE","D","90","ACB","","66.23","62%","0%","1","0","0","0","1","0","25","2","4","0"
"*03rxs*","Harry Wilson","FUL","M,F","52","BAR","AVL 0<br/>@FUL 1","66.19","99%","0%","1","1","0","1","1","0","11","0","0","0"
"*0327r*","Michael Keane","EVE","D","101","BAR","@WHU Sat 4:00PM","66.15","71%","+5%","1","0","0","0","1","0","54","0","3","0"
"*068ym*","Enzo Fernandez","CHE","M","19","NOAD","","65.85","100%","0%","1","0","1","1","1","0","17","2","1","0"
"*02lk5*","Jordan Henderson","BRF","M","279","FA","@MUN Mon 9:00PM","65.83","6%","0%","1","0","1","0","1","0","46","1","1","0"
"*06uyc*","Adrien Truffert","BOU","D","32","FA","","65.82","98%","0%","1","0","1","1","0","0","34","1","2","0"
"*070ha*","Florentino Ibrain Morris Luis","BUR","M","238","FA","","65.82","3%","0%","1","0","0","0","3","0","31","0","2","0"
"*05ylj*","Bruno Guimaraes","NEW","M","17","LHO","@ARS Sat 6:30PM","65.77","99%","+1%","1","0","0","0","2","0","63","0","0","0"
"*06rgg*","Michael Kayode","BRF","D","33","NIM","@MUN Mon 9:00PM","65.63","93%","+2%","1","0","1","0","2","0","22","1","2","0"
"*0689w*","Georginio Rutter","BHA","M,F","139","FA","","65.62","49%","+1%","1","0","0","0","1","0","15","5","1","0"
"*06r7k*","Emmanuel Agbadou","WOL","D","309","FA","TOT Sat 4:00PM","65.6","2%","0%","1","0","0","0","1","0","49","1","2","0"
"*05omu*","Ruben Dias","MCI","D","121","BAR","","65.57","76%","-6%","1","0","0","0","0","0","68","0","3","0"
"*06v06*","Tijjani Reijnders","MCI","M","171","FA","","65.36","63%","-3%","1","0","1","0","0","0","35","4","0","0"
"*068y0*","Antoine Semenyo","MCI","M,F","2","ACB","","64.91","100%","0%","1","0","4","0","1","1","21","1","2","0"
"*02lm7*","Jack Grealish","EVE","M","167","FA","@WHU Sat 4:00PM","64.71","34%","0%","1","0","1","0","2","0","34","1","0","0"
"*04lav*","Ethan Ampadu","LEE","D,M","115","KLI","","64.53","66%","0%","1","0","0","1","0","0","46","2","0","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","125","MOV","@WHU Sat 4:00PM","64.15","68%","+9%","1","0","0","0","2","0","46","0","1","0"
"*064a0*","Wilfried Gnonto","LEE","F","394","FA","","63.91","13%","0%","1","0","1","0","2","0","9","3","0","0"
"*03r93*","Joseph Gomez","LIV","D","353","FA","CRY Sat 4:00PM","63.85","2%","0%","1","0","1","0","0","0","33","0","0","1"
"*06mn7*","Lucas Bergvall","TOT","M","345","FA","@WOL Sat 4:00PM","63.28","8%","0%","1","0","1","1","0","0","30","1","1","0"
"*070hk*","Samuel Chukwueze","FUL","M,F","239","FA","AVL 0<br/>@FUL 1","63.28","38%","+4%","1","0","2","0","0","0","15","3","1","0"
"*0554i*","Joelinton","NEW","M,F","189","FA","@ARS Sat 6:30PM","63.28","42%","-9%","1","0","0","0","1","0","46","1","1","0"
"*06uzy*","Ao Tanaka","LEE","M","281","FA","","63.12","21%","+1%","1","0","0","0","3","0","18","0","2","0"
"*06v01*","Ilia Gruev","LEE","M","323","FA","","62.84","1%","0%","1","0","2","0","1","0","38","0","0","0"
"*04agz*","Declan Rice","ARS","M","29","NOAD","NEW Sat 6:30PM","62.81","100%","0%","1","0","1","0","0","0","67","0","0","0"
"*06mow*","Jorgen Strand Larsen","CRY","F","206","FA","@LIV Sat 4:00PM","62.8","68%","-6%","1","0","0","1","0","0","13","2","3","0"
"*05y5b*","Freddie Potts","WHU","M","297","FA","EVE Sat 4:00PM","62.77","1%","0%","1","0","0","0","1","0","33","2","1","0"
"*0639x*","Marcus Tavernier","BOU","M","37","ACB","","62.58","99%","0%","1","0","4","0","0","1","41","1","0","0"
"*051kl*","Emiliano Buendia","AVL","M","145","FA","AVL 0<br/>@FUL 1","62.56","34%","+7%","1","0","1","0","0","0","18","2","3","0"
"*05ts6*","Yerson Mosquera","WOL","D","202","FA","TOT Sat 4:00PM","62.39","3%","-1%","1","0","1","1","1","1","25","2","1","0"
"*070bg*","Jackson Tchatchoua","WOL","D,M","283","FA","TOT Sat 4:00PM","62.17","6%","-2%","1","0","2","0","0","0","12","2","2","0"
"*068yc*","Yasin Ayari","BHA","M","127","FA","","61.95","55%","0%","1","0","0","0","2","0","33","1","0","0"
"*06pia*","Maxence Lacroix","CRY","D","67","RED","@LIV Sat 4:00PM","61.92","96%","0%","1","0","0","0","2","0","27","0","2","0"
"*05g2o*","Joao Pedro","CHE","M,F","7","LHO","","61.84","100%","0%","1","0","0","1","0","0","6","3","2","0"
"*04mi4*","Callum Hudson-Odoi","NOT","M,F","128","FA","NOT 5<br/>@SUN 0 F","61.44","71%","-8%","1","0","0","0","1","0","16","3","1","0"
"*04qfm*","Ryan Sessegnon","FUL","D,M","168","FA","AVL 0<br/>@FUL 1","61.42","30%","+6%","1","0","0","0","3","0","18","0","1","0"
"*0554g*","Calvin Bassey","FUL","D","150","W_W","AVL 0<br/>@FUL 1","61.37","13%","+2%","1","0","0","0","2","0","22","1","1","0"
"*03hff*","Josh Cullen","BUR","M","213","FA","","61.28","16%","0%","1","0","0","0","1","0","34","2","0","0"
"*06zbm*","Cristhian Mosquera","ARS","D","308","LHO","NEW Sat 6:30PM","61.16","8%","+2%","1","0","0","0","1","1","81","0","1","0"
"*0521z*","James Justin","LEE","D,M","200","RED","","61.12","32%","0%","1","0","0","0","0","0","21","3","2","0"
"*06xzc*","Stefanos Tzimas","BHA","F","424","FA","","61.05","1%","0%","1","1","0","1","0","0","1","0","0","0"
"*06fy7*","Nicolas Dominguez","NOT","M","285","FA","NOT 5<br/>@SUN 0 F","60.88","1%","0%","1","0","2","0","0","0","14","2","1","0"
"*06jgr*","Maxime Esteve","BUR","D","157","FA","","60.84","12%","0%","1","0","0","0","2","0","30","0","1","0"
"*062og*","Aaron Hickey","BRF","D","373","FA","@MUN Mon 9:00PM","60.81","1%","0%","1","0","0","0","1","0","20","0","4","0"
"*05uht*","Morgan Rogers","AVL","M,F","14","LHO","AVL 0<br/>@FUL 1","60.69","100%","0%","1","0","0","1","1","0","15","1","1","0"
"*063y7*","Destiny Udogie","TOT","D,M","329","FA","@WOL Sat 4:00PM","60.58","16%","0%","1","0","2","0","1","1","33","1","1","0"
"*05oig*","Liam Delap","CHE","F","318","FA","","60.45","42%","0%","1","0","0","1","0","0","4","1","4","0"
"*04qr9*","Morgan Gibbs-White","NOT","M,F","3","NIM","NOT 5<br/>@SUN 0 F","60.44","100%","0%","1","0","2","0","0","0","33","0","1","0"
"*05tr9*","Mathias Jensen","BRF","M","188","FA","@MUN Mon 9:00PM","60.33","39%","+11%","1","0","0","0","1","0","40","1","0","0"
"*06p4j*","Noussair Mazraoui","MUN","D,M","335","MOV","BRF Mon 9:00PM","60.24","23%","-2%","1","0","1","0","0","0","15","2","2","0"
"*061vq*","Erling Haaland","MCI","F","9","RED","","60.22","100%","0%","1","0","1","1","0","0","7","1","2","0"
"*06mnc*","Daichi Kamada","CRY","M,F","220","FA","@LIV Sat 4:00PM","60.11","7%","0%","1","0","0","1","0","0","27","1","1","0"
"*06onx*","Jean-Clair Todibo","WHU","D","326","FA","EVE Sat 4:00PM","59.93","1%","0%","1","0","0","0","0","0","47","0","2","0"
"*04ge9*","Eddie Nketiah","CRY","F","370","FA","@LIV Sat 4:00PM","59.88","3%","0%","1","0","1","0","2","1","6","3","1","0"
"*05o8o*","Jayden Bogle","LEE","D,M","143","OSW","","59.67","56%","0%","1","0","0","0","1","0","18","2","1","0"
"*06mw0*","Nikola Milenkovic","NOT","D","160","LHO","NOT 5<br/>@SUN 0 F","59.52","60%","+8%","1","0","0","0","0","0","45","0","2","0"
"*06yb7*","Gabriel Gudmundsson","LEE","D,M","123","OSW","","59.42","35%","0%","1","0","0","0","2","0","2","2","1","0"
"*038ze*","Alex Iwobi","FUL","M,F","108","MOV","AVL 0<br/>@FUL 1","59.41","93%","-1%","1","0","0","0","1","0","25","2","0","0"
"*070hq*","Piero Hincapie","ARS","D","155","NIM","NEW Sat 6:30PM","59.31","58%","+12%","1","0","1","0","1","1","59","0","0","0"
"*06ymu*","El Hadji Malick Diouf","WHU","D,M","181","RED","EVE Sat 4:00PM","59.11","69%","+2%","1","0","1","0","0","0","26","2","0","0"
"*050jq*","Marc Guehi","MCI","D","27","NOAD","","59.06","98%","0%","1","0","1","0","0","1","34","2","2","0"
"*06ezb*","Micky van de Ven","TOT","D","164","LHO","@WOL Sat 4:00PM","59.04","75%","+5%","1","0","0","0","0","1","67","1","1","0"
"*02oq6*","Luke Shaw","MUN","D","110","ACB","BRF Mon 9:00PM","59.01","52%","+4%","1","0","0","0","0","1","60","0","3","0"
"*05trb*","Bryan Mbeumo","MUN","M,F","42","MOV","BRF Mon 9:00PM","58.81","100%","0%","1","0","0","2","0","1","14","3","0","0"
"*02lnx*","Danny Welbeck","BHA","F","81","ACB","","58.63","90%","0%","1","0","0","0","1","0","13","2","1","0"
"*062dt*","Joao Palhinha","TOT","D,M","146","FA","@WOL Sat 4:00PM","58.6","36%","0%","1","0","0","0","0","0","30","1","2","0"
"*070g8*","Nicolo Savona","NOT","D","300","FA","NOT 5<br/>@SUN 0 F","58.29","1%","0%","1","0","0","1","0","0","37","0","0","0"
"*04adp*","Aaron Wan-Bissaka","WHU","D,M","248","FA","EVE Sat 4:00PM","58.19","55%","-7%","1","0","0","0","1","0","32","0","1","0"
"*04sat*","Emile Smith Rowe","FUL","M,F","184","FA","AVL 0<br/>@FUL 1","58.06","33%","+5%","1","0","0","0","3","0","10","0","0","0"
"*02lp5*","Adam Smith","BOU","D","356","FA","","58.02","1%","0%","1","0","0","0","1","0","23","0","2","0"
"*05nt6*","Eberechi Eze","ARS","M,F","102","W_W","NEW Sat 6:30PM","57.91","97%","+1%","1","0","1","0","1","0","16","1","0","0"
"*04qrc*","Raul Jimenez","FUL","F","45","FA","AVL 0<br/>@FUL 1","57.82","93%","-1%","1","0","0","0","0","1","18","1","6","0"
"*06ybp*","Thierno Barry","EVE","F","174","FA","@WHU Sat 4:00PM","57.81","44%","+6%","1","0","1","0","0","0","8","0","4","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","253","FA","@WOL Sat 4:00PM","57.79","17%","+10%","1","0","2","0","0","0","12","0","2","0"
"*070g9*","Soungoutou Magassa","WHU","M","321","FA","EVE Sat 4:00PM","57.73","1%","0%","1","0","1","0","1","1","21","2","1","0"
"*06c4o*","Lyle Foster","BUR","M,F","276","FA","","57.57","7%","0%","1","0","0","0","2","0","6","0","2","0"
"*06yb9*","Reinildo Isnard Mandava","SUN","D","258","FA","NOT 5<br/>@SUN 0 F","57.55","9%","+2%","1","0","0","0","0","0","12","3","1","0"
"*063zi*","Matheus Nunes","MCI","D,M","40","MOV","","56.71","99%","0%","1","0","1","0","0","1","52","0","1","0"
"*06jh3*","Joshua King","FUL","M","278","FA","AVL 0<br/>@FUL 1","56.42","6%","-5%","1","0","1","0","0","0","13","2","0","0"
"*06yxe*","Estevao Willian Almeida de Oliveira Goncalves","CHE","M,F","288","FA","","56.32","67%","-2%","1","0","3","0","0","0","9","0","0","0"
"*051k3*","Jacob Ramsey","NEW","M","294","FA","@ARS Sat 6:30PM","56.28","13%","-3%","1","0","1","1","0","0","15","0","0","0"
"*04fk6*","Bernardo Silva","MCI","M","162","ACB","","56.25","90%","0%","1","0","1","0","0","1","59","0","0","0"
"*06y59*","Noah Sadiki","SUN","M","229","FA","NOT 5<br/>@SUN 0 F","55.52","14%","+9%","1","0","0","0","0","0","21","2","0","0"
"*070hj*","Kevin Santos Lopes de Macedo","FUL","M,F","246","FA","AVL 0<br/>@FUL 1","55.41","7%","0%","1","0","0","1","0","0","2","2","0","0"
"*03dyx*","Josh Laurent","BUR","D,M","301","FA","","55.35","1%","0%","1","0","1","0","1","0","6","0","1","0"
"*04o82*","Curtis Jones","LIV","M","182","FA","CRY Sat 4:00PM","55.1","11%","+1%","1","0","1","0","1","0","13","0","0","0"
"*06v0t*","Wilson Isidor","SUN","F","269","FA","NOT 5<br/>@SUN 0 F","55.06","11%","0%","1","0","0","1","0","0","5","0","2","0"
"*06ybq*","Chemsdine Talbi","SUN","M,F","263","FA","NOT 5<br/>@SUN 0 F","55.01","6%","-1%","1","0","0","0","0","0","8","3","0","0"
"*03yqz*","Joe Rodon","LEE","D","87","PMP","","54.85","22%","-2%","1","0","0","0","2","1","34","0","0","0"
"*05t6z*","Tim Iroegbunam","EVE","M","331","FA","@WHU Sat 4:00PM","54.82","1%","0%","1","0","0","0","1","0","24","0","0","0"
"*05y7c*","Archie Gray","TOT","D,M","349","LHO","@WOL Sat 4:00PM","54.78","6%","-2%","1","0","0","0","0","0","28","1","0","0"
"*04rh9*","David Brooks","BOU","M","277","FA","","54.7","9%","0%","1","0","0","1","1","1","19","1","0","0"
"*04ge7*","Donyell Malen","AVL","M,F","314","FA","AVL 0<br/>@FUL 1","54.67","13%","0%","1","0","0","1","0","0","9","1","0","0"
"*03yr0*","Daniel James","LEE","M,F","395","FA","","54.65","17%","0%","1","0","0","0","1","0","2","2","0","0"
"*04ge6*","Joe Willock","NEW","M","355","FA","@ARS Sat 6:30PM","54.57","1%","0%","1","0","1","0","0","0","17","0","1","0"
"*06nu7*","Riccardo Calafiori","ARS","D","149","FA","NEW Sat 6:30PM","54.55","73%","-5%","1","0","0","0","1","1","18","2","1","0"
"*05ocl*","Ollie Watkins","AVL","F","34","NIM","AVL 0<br/>@FUL 1","54.48","99%","+1%","1","0","1","0","0","0","6","1","1","0"
